Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL2062290,,None,598.48,0,4.51,SB-739245-AC,CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1.O=C(O)C(O)C(O)C(=O)O,Inhibition,'=',-4.84,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.84
CHEMBL456252,GSK-2110236A,None,520.62,1,3.45,GSK2110236A,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2,Inhibition,'=',-4.71,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.71
CHEMBL1794053,GW407323A,None,529.64,1,5.12,GW407323A,Cl.Nc1nc(-c2ccc3c(c2)C(=Cc2cc(Br)c(O)c(Br)c2)C(=O)N3)cs1,Inhibition,'=',-4.69,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.69
CHEMBL160876,,None,377.18,0,3.17,SB-360741,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1,Inhibition,'=',-4.62,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.62
CHEMBL270686,MERIOLIN 3,None,241.25,0,1.61,Meriolin 3,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,Inhibition,'=',-4.6,%,,,,UO_0000187,,,,,0,CHEMBL4032544,Inhibition of CSK (unknown origin) at 500 nM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4028900,1,Scientific Literature,J Med Chem,2017,None,,,,-4.6
CHEMBL1909407,,None,374.85,0,2.65,SB-220025-R,Cl.Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,Inhibition,'=',-4.42,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.42
CHEMBL205158,GW695874X,None,427.51,0,3.91,GW695874X,c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCN4CCOCC4)cc3)c2)nc1,Inhibition,'=',-4.36,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.36
CHEMBL3792850,,None,411.51,0,4.14,26,O=C(Nc1ccc(CN2CCN(c3ccccc3)CC2)cc1)c1n[nH]c2ccccc12,Inhibition,'=',-4.3,%,,,,UO_0000187,,,,,0,CHEMBL3794762,Inhibition of full length human N-terminal GST-tagged CSK (1 to 450 residues) expressed in baculovirus expression system using fluorescence labelled srctide as substrate at 50 times IC50 by electrophoretic mobility shift assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL3792292,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,-4.3
CHEMBL1096290,GSK-1000163A,None,395.47,0,1.8,GSK1000163A,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21,Inhibition,'=',-4.12,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4.12
CHEMBL2425145,,None,428.54,1,5.62,16,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnc(C)c3)cc2)cc1,Inhibition,'=',-4,%,,,,UO_0000187,,,,,0,CHEMBL2429608,Inhibition of CSK (unknown origin) at 1 uM by [33P]-ATP filter-binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL2424535,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,-4
CHEMBL405042,GW335962X,None,329.38,0,2.13,GW335962X,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,Inhibition,'=',-4,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-4
CHEMBL206544,GW682841X,None,340.43,1,5.32,GW682841X,CC(C)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,Inhibition,'=',-3.97,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.97
CHEMBL205158,GW695874X,None,427.51,0,3.91,GW695874X,c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCN4CCOCC4)cc3)c2)nc1,Inhibition,'=',-3.84,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.84
CHEMBL480371,GW853609X,None,496.31,1,5.55,GW853609X,NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,Inhibition,'=',-3.78,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.78
CHEMBL1909407,,None,374.85,0,2.65,SB-220025-R,Cl.Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,Inhibition,'=',-3.76,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.76
CHEMBL479038,GW806776X,None,334.42,0,3.39,GW806776X,O=C(NCC1CC1)c1ccc(-c2cccc(C(=O)NC3CC3)c2)cc1,Inhibition,'=',-3.57,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.57
CHEMBL1909391,GW576924A,None,579.1,2,5.92,GW576924A,Cl.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1,Inhibition,'=',-3.52,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.52
CHEMBL407113,,None,356.41,0,2.23,SB-741905,NS(=O)(=O)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,Inhibition,'=',-3.46,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.46
CHEMBL187985,,None,299.34,0,1.68,SB-744941,CCn1c(-c2nonc2N)nc2c(N3CCCC3)nccc21,Inhibition,'=',-3.39,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.39
CHEMBL160876,,None,377.18,0,3.17,SB-360741,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1,Inhibition,'=',-3.37,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.37
CHEMBL1909372,GW700494A,None,622.07,2,6.21,GW700494A,CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)cc3[nH]2)CC1.Cl,Inhibition,'=',-3.31,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.31
CHEMBL1785003,,None,486.55,0,4.28,SB-264866,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,Inhibition,'=',-3.23,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.23
CHEMBL261849,GW632580X,None,366.42,0,2.83,GW632580X,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,Inhibition,'=',-3.17,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.17
CHEMBL505915,GSK-1751853A,None,601.69,1,3.61,GSK1751853A,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2,Inhibition,'=',-3.02,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.02
CHEMBL365072,,None,258.29,0,1.65,SB-751148,CCc1nccc2c1nc(-c1nonc1N)n2CC,Inhibition,'=',-3.01,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-3.01
CHEMBL3330410,,None,481.6,0,3.71,73,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)C(c4ccsc4)N4CCCC4)cc23)c1,Inhibition,'=',-3,%,,,,UO_0000187,,,,,0,CHEMBL3367994,Inhibition of human CSK at 1 uM by radiometric Assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL3352261,1,Scientific Literature,Bioorg Med Chem,2014,None,,,,-3
CHEMBL5081774,,None,370.42,0,3.33,EUB0002260,[2H]C([2H])([2H])C1(C([2H])([2H])[2H])Cn2nc(-c3ccc(F)cn3)c(-c3ccnc4[nH]ncc34)c2CO1,Inhibition,'=',-3,%,,,Not Active,UO_0000187,,,,,0,CHEMBL5059091,CSK(h) Kinase panel,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL5058645,54,SGC Frankfurt - Donated Chemical Probes,,2022,None,Compound concentration = 1.0 uM,,,-3
CHEMBL188247,GW832467X,None,504.47,2,5.7,GW832467X,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,Inhibition,'=',-2.99,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.99
CHEMBL271843,GW275944X,None,330.37,0,1.41,GW275944X,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,Inhibition,'=',-2.97,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.97
CHEMBL399410,,None,453.57,1,5.72,SB-437013,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4)n3C)ccc2c1,Inhibition,'=',-2.89,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.89
CHEMBL207247,GW807930X,None,500.96,2,5.63,GW807930X,CC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,Inhibition,'=',-2.55,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.55
CHEMBL1794072,,None,490,1,5.74,SB-682330-A,CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)o2)cc1.Cl,Inhibition,'=',-2.53,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.53
CHEMBL5419098,,None,574.69,1,4.57,54,CCN(CC)c1nc2ccc(-c3nc(Nc4ccc(C(=O)N5CCN(C(=O)C6CC6)CC5)cn4)ncc3F)cc2s1,Inhibition,'=',-2.49,%,,,,UO_0000187,,,,,0,CHEMBL5378299,Inhibition of CSK (unknown origin) at 1 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL5375975,1,Scientific Literature,J Med Chem,2023,None,DOSE = 1.0 microM,,,-2.49
CHEMBL458438,GSK-1511931A,None,508.63,2,5.53,GSK1511931A,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1,Inhibition,'=',-2.41,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.41
CHEMBL103080,,None,370.43,0,2.95,SB-742864,CS(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,Inhibition,'=',-2.39,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.39
CHEMBL269883,GW416981X,None,415.47,0,2.55,GW416981X,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,Inhibition,'=',-2.24,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.24
CHEMBL95502,,None,394.5,0,4.21,SB-221466,CC1(C)CC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC(C)(C)N1,Inhibition,'=',-2.23,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.23
CHEMBL251549,GW782612X,None,345.37,0,2.94,GW782612X,NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,Inhibition,'=',-2.2,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.2
CHEMBL1880739,GW305074X,None,520.95,2,5.01,GW305074X,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,Inhibition,'=',-2.19,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.19
CHEMBL522709,GSK-317315A,None,461.47,1,5.35,GSK317315A,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4C(F)(F)F)c(C(N)=O)s3)c2c1,Inhibition,'=',-2.18,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.18
CHEMBL103080,,None,370.43,0,2.95,SB-742864,CS(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,Inhibition,'=',-2.14,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.14
CHEMBL1096626,GSK-938890A,None,447.5,0,2.28,GSK938890A,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21,Inhibition,'=',-2.13,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.13
CHEMBL14112,SB-210313,None,366.44,0,3.47,SB-210313,Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccncc2)cc1,Inhibition,'=',-2.06,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.06
CHEMBL1909366,GW659386A,None,539.87,2,6.34,GW659386A,COC(=O)Nc1nc2cc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)c3)ccc2[nH]1.Cl,Inhibition,'=',-2.03,%,,,,UO_0000187,,,,,0,CHEMBL1962254,GSK_PKIS: CSK mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-2.03
CHEMBL4744172,,None,404.76,0,3.63,20,O=C(Nc1c[nH]nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,Inhibition,'=',-2,%,,,,UO_0000187,,,,,0,CHEMBL4667003,Inhibition of recombinant human GST-tagged full length CSK expressed in Escherichia coli expression system using Tyr 02 as substrate at 0.1 uM incubated for 60 mins by Z'-Lyte assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL4665643,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,Dose = 0.1 microM | TIME = 1.0 hr,,,-2
CHEMBL269883,GW416981X,None,415.47,0,2.55,GW416981X,CC(C)COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,Inhibition,'=',-1.85,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-1.85
CHEMBL205798,GW703087X,None,486.93,1,5.95,GW703087X,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,Inhibition,'=',-1.85,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-1.85
CHEMBL1909367,GW680908A,None,587.94,2,5.38,GW680908A,COC(=O)Nc1nc2ccc(S(=O)(=O)c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1.Cl,Inhibition,'=',-1.83,%,,,,UO_0000187,,,,,0,CHEMBL1962255,GSK_PKIS: CSK mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2634,Tyrosine-protein kinase CSK,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,-1.83
